symbol,HGCN,uniprot,length,start,end,hmm.acc,hmm.name,type
21270,PCDHA7,Q9UN72,937,579,670,PF00028,Cadherin,Domain
21271,PCDHA7,Q9UN72,937,787,920,PF15974,Cadherin_tail,Family
28886,PCDHA8,Q9Y5H6,950,30,112,PF08266,Cadherin_2,Domain
28882,PCDHA8,Q9Y5H6,950,139,233,PF00028,Cadherin,Domain
28883,PCDHA8,Q9Y5H6,950,247,341,PF00028,Cadherin,Domain
28885,PCDHA8,Q9Y5H6,950,355,446,PF00028,Cadherin,Domain
28884,PCDHA8,Q9Y5H6,950,460,556,PF00028,Cadherin,Domain
28887,PCDHA8,Q9Y5H6,950,581,670,PF00028,Cadherin,Domain
28888,PCDHA8,Q9Y5H6,950,800,933,PF15974,Cadherin_tail,Family
27893,PCDHA9,Q9Y5H5,950,30,112,PF08266,Cadherin_2,Domain
27898,PCDHA9,Q9Y5H5,950,138,233,PF00028,Cadherin,Domain
27892,PCDHA9,Q9Y5H5,950,247,341,PF00028,Cadherin,Domain
27896,PCDHA9,Q9Y5H5,950,355,446,PF00028,Cadherin,Domain
27897,PCDHA9,Q9Y5H5,950,460,556,PF00028,Cadherin,Domain
27894,PCDHA9,Q9Y5H5,950,582,670,PF00028,Cadherin,Domain
27895,PCDHA9,Q9Y5H5,950,800,933,PF15974,Cadherin_tail,Family
31638,PCDHAC1,Q9H158,963,21,103,PF08266,Cadherin_2,Domain
31632,PCDHAC1,Q9H158,963,129,224,PF00028,Cadherin,Domain
31637,PCDHAC1,Q9H158,963,238,331,PF00028,Cadherin,Domain
31634,PCDHAC1,Q9H158,963,346,436,PF00028,Cadherin,Domain
31635,PCDHAC1,Q9H158,963,450,546,PF00028,Cadherin,Domain
31639,PCDHAC1,Q9H158,963,568,657,PF00028,Cadherin,Domain
31636,PCDHAC1,Q9H158,963,680,771,PF16492,Cadherin_C_2,Family
31633,PCDHAC1,Q9H158,963,813,946,PF15974,Cadherin_tail,Family
31191,PCDHAC2,Q9Y5I4,1007,43,127,PF08266,Cadherin_2,Domain
31190,PCDHAC2,Q9Y5I4,1007,153,248,PF00028,Cadherin,Domain
31186,PCDHAC2,Q9Y5I4,1007,262,356,PF00028,Cadherin,Domain
31188,PCDHAC2,Q9Y5I4,1007,371,460,PF00028,Cadherin,Domain
31192,PCDHAC2,Q9Y5I4,1007,474,570,PF00028,Cadherin,Domain
31185,PCDHAC2,Q9Y5I4,1007,593,681,PF00028,Cadherin,Domain
31187,PCDHAC2,Q9Y5I4,1007,703,810,PF16492,Cadherin_C_2,Family
31189,PCDHAC2,Q9Y5I4,1007,857,990,PF15974,Cadherin_tail,Family
21509,PCDHB1,Q9Y5F3,818,30,112,PF08266,Cadherin_2,Domain
21512,PCDHB1,Q9Y5F3,818,138,233,PF00028,Cadherin,Domain
21510,PCDHB1,Q9Y5F3,818,247,338,PF00028,Cadherin,Domain
21508,PCDHB1,Q9Y5F3,818,353,443,PF00028,Cadherin,Domain
21511,PCDHB1,Q9Y5F3,818,457,553,PF00028,Cadherin,Domain
21507,PCDHB1,Q9Y5F3,818,577,664,PF00028,Cadherin,Domain
21513,PCDHB1,Q9Y5F3,818,686,772,PF16492,Cadherin_C_2,Family
36034,PCDHB10,Q9UN67,800,30,112,PF08266,Cadherin_2,Domain
36036,PCDHB10,Q9UN67,800,138,233,PF00028,Cadherin,Domain
36038,PCDHB10,Q9UN67,800,247,338,PF00028,Cadherin,Domain
36035,PCDHB10,Q9UN67,800,352,442,PF00028,Cadherin,Domain
36039,PCDHB10,Q9UN67,800,456,552,PF00028,Cadherin,Domain
36033,PCDHB10,Q9UN67,800,575,663,PF00028,Cadherin,Domain
36037,PCDHB10,Q9UN67,800,687,770,PF16492,Cadherin_C_2,Family
30108,PCDHB11,Q9Y5F2,797,30,112,PF08266,Cadherin_2,Domain
30106,PCDHB11,Q9Y5F2,797,139,233,PF00028,Cadherin,Domain
30107,PCDHB11,Q9Y5F2,797,247,338,PF00028,Cadherin,Domain
30110,PCDHB11,Q9Y5F2,797,352,442,PF00028,Cadherin,Domain
30112,PCDHB11,Q9Y5F2,797,456,552,PF00028,Cadherin,Domain
30109,PCDHB11,Q9Y5F2,797,575,663,PF00028,Cadherin,Domain
30111,PCDHB11,Q9Y5F2,797,685,768,PF16492,Cadherin_C_2,Family
28325,PCDHB12,Q9Y5F1,795,30,112,PF08266,Cadherin_2,Domain
28323,PCDHB12,Q9Y5F1,795,139,233,PF00028,Cadherin,Domain
28321,PCDHB12,Q9Y5F1,795,247,338,PF00028,Cadherin,Domain
28320,PCDHB12,Q9Y5F1,795,352,442,PF00028,Cadherin,Domain
28326,PCDHB12,Q9Y5F1,795,456,552,PF00028,Cadherin,Domain
28322,PCDHB12,Q9Y5F1,795,576,663,PF00028,Cadherin,Domain
28324,PCDHB12,Q9Y5F1,795,685,768,PF16492,Cadherin_C_2,Family
25268,PCDHB13,Q9Y5F0,798,31,113,PF08266,Cadherin_2,Domain
25267,PCDHB13,Q9Y5F0,798,139,234,PF00028,Cadherin,Domain
25273,PCDHB13,Q9Y5F0,798,248,339,PF00028,Cadherin,Domain
25269,PCDHB13,Q9Y5F0,798,353,442,PF00028,Cadherin,Domain
25272,PCDHB13,Q9Y5F0,798,456,552,PF00028,Cadherin,Domain
25270,PCDHB13,Q9Y5F0,798,575,663,PF00028,Cadherin,Domain
25271,PCDHB13,Q9Y5F0,798,685,768,PF16492,Cadherin_C_2,Family
31978,PCDHB14,Q9Y5E9,798,30,112,PF08266,Cadherin_2,Domain
31977,PCDHB14,Q9Y5E9,798,138,233,PF00028,Cadherin,Domain
31975,PCDHB14,Q9Y5E9,798,247,338,PF00028,Cadherin,Domain
31976,PCDHB14,Q9Y5E9,798,352,442,PF00028,Cadherin,Domain
31981,PCDHB14,Q9Y5E9,798,456,552,PF00028,Cadherin,Domain
31979,PCDHB14,Q9Y5E9,798,575,663,PF00028,Cadherin,Domain
31980,PCDHB14,Q9Y5E9,798,685,768,PF16492,Cadherin_C_2,Family
31626,PCDHB15,Q9Y5E8,787,30,112,PF08266,Cadherin_2,Domain
31625,PCDHB15,Q9Y5E8,787,138,233,PF00028,Cadherin,Domain
31624,PCDHB15,Q9Y5E8,787,247,338,PF00028,Cadherin,Domain
31621,PCDHB15,Q9Y5E8,787,353,442,PF00028,Cadherin,Domain
31627,PCDHB15,Q9Y5E8,787,456,552,PF00028,Cadherin,Domain
31623,PCDHB15,Q9Y5E8,787,575,663,PF00028,Cadherin,Domain
31622,PCDHB15,Q9Y5E8,787,685,768,PF16492,Cadherin_C_2,Family
31182,PCDHB16,Q9NRJ7,776,30,112,PF08266,Cadherin_2,Domain
31178,PCDHB16,Q9NRJ7,776,139,233,PF00028,Cadherin,Domain
31181,PCDHB16,Q9NRJ7,776,247,338,PF00028,Cadherin,Domain
31179,PCDHB16,Q9NRJ7,776,353,442,PF00028,Cadherin,Domain
31184,PCDHB16,Q9NRJ7,776,456,552,PF00028,Cadherin,Domain
31180,PCDHB16,Q9NRJ7,776,575,663,PF00028,Cadherin,Domain
31183,PCDHB16,Q9NRJ7,776,685,768,PF16492,Cadherin_C_2,Family
36058,PCDHB18P,Q96TA0,734,3,58,PF08266,Cadherin_2,Domain
36057,PCDHB18P,Q96TA0,734,85,179,PF00028,Cadherin,Domain
36056,PCDHB18P,Q96TA0,734,193,286,PF00028,Cadherin,Domain
36059,PCDHB18P,Q96TA0,734,299,389,PF00028,Cadherin,Domain
36054,PCDHB18P,Q96TA0,734,403,499,PF00028,Cadherin,Domain
36053,PCDHB18P,Q96TA0,734,522,610,PF00028,Cadherin,Domain
36055,PCDHB18P,Q96TA0,734,632,715,PF16492,Cadherin_C_2,Family
31666,PCDHB2,Q9Y5E7,798,32,114,PF08266,Cadherin_2,Domain
31662,PCDHB2,Q9Y5E7,798,140,235,PF00028,Cadherin,Domain
31665,PCDHB2,Q9Y5E7,798,249,340,PF00028,Cadherin,Domain
31663,PCDHB2,Q9Y5E7,798,356,444,PF00028,Cadherin,Domain
31664,PCDHB2,Q9Y5E7,798,458,554,PF00028,Cadherin,Domain
31661,PCDHB2,Q9Y5E7,798,577,665,PF00028,Cadherin,Domain
31667,PCDHB2,Q9Y5E7,798,687,770,PF16492,Cadherin_C_2,Family
28632,PCDHB3,Q9Y5E6,796,30,112,PF08266,Cadherin_2,Domain
28633,PCDHB3,Q9Y5E6,796,138,233,PF00028,Cadherin,Domain
28634,PCDHB3,Q9Y5E6,796,247,338,PF00028,Cadherin,Domain
28637,PCDHB3,Q9Y5E6,796,353,442,PF00028,Cadherin,Domain
28631,PCDHB3,Q9Y5E6,796,456,552,PF00028,Cadherin,Domain
28636,PCDHB3,Q9Y5E6,796,575,663,PF00028,Cadherin,Domain
28635,PCDHB3,Q9Y5E6,796,685,768,PF16492,Cadherin_C_2,Family
22872,PCDHB4,Q9Y5E5,795,29,111,PF08266,Cadherin_2,Domain
22871,PCDHB4,Q9Y5E5,795,138,232,PF00028,Cadherin,Domain
22873,PCDHB4,Q9Y5E5,795,246,337,PF00028,Cadherin,Domain
22874,PCDHB4,Q9Y5E5,795,351,441,PF00028,Cadherin,Domain
22875,PCDHB4,Q9Y5E5,795,455,551,PF00028,Cadherin,Domain
22870,PCDHB4,Q9Y5E5,795,574,662,PF00028,Cadherin,Domain
22876,PCDHB4,Q9Y5E5,795,684,767,PF16492,Cadherin_C_2,Family
30102,PCDHB5,Q9Y5E4,795,30,112,PF08266,Cadherin_2,Domain
30104,PCDHB5,Q9Y5E4,795,139,233,PF00028,Cadherin,Domain
30105,PCDHB5,Q9Y5E4,795,247,337,PF00028,Cadherin,Domain
30100,PCDHB5,Q9Y5E4,795,352,441,PF00028,Cadherin,Domain
30103,PCDHB5,Q9Y5E4,795,455,551,PF00028,Cadherin,Domain
30101,PCDHB5,Q9Y5E4,795,574,662,PF00028,Cadherin,Domain
30099,PCDHB5,Q9Y5E4,795,684,767,PF16492,Cadherin_C_2,Family
31165,PCDHB6,Q9Y5E3,794,29,111,PF08266,Cadherin_2,Domain
31169,PCDHB6,Q9Y5E3,794,139,232,PF00028,Cadherin,Domain
31164,PCDHB6,Q9Y5E3,794,246,336,PF00028,Cadherin,Domain
31167,PCDHB6,Q9Y5E3,794,351,440,PF00028,Cadherin,Domain
31163,PCDHB6,Q9Y5E3,794,454,550,PF00028,Cadherin,Domain
31166,PCDHB6,Q9Y5E3,794,573,661,PF00028,Cadherin,Domain
31168,PCDHB6,Q9Y5E3,794,683,766,PF16492,Cadherin_C_2,Family
20947,PCDHB7,Q9Y5E2,793,30,112,PF08266,Cadherin_2,Domain
20951,PCDHB7,Q9Y5E2,793,138,233,PF00028,Cadherin,Domain
20952,PCDHB7,Q9Y5E2,793,247,338,PF00028,Cadherin,Domain
20948,PCDHB7,Q9Y5E2,793,353,442,PF00028,Cadherin,Domain
20950,PCDHB7,Q9Y5E2,793,456,552,PF00028,Cadherin,Domain
20949,PCDHB7,Q9Y5E2,793,575,663,PF00028,Cadherin,Domain
20953,PCDHB7,Q9Y5E2,793,683,766,PF16492,Cadherin_C_2,Family
30848,PCDHB8,Q9UN66,801,31,113,PF08266,Cadherin_2,Domain
30853,PCDHB8,Q9UN66,801,139,234,PF00028,Cadherin,Domain
30849,PCDHB8,Q9UN66,801,248,339,PF00028,Cadherin,Domain
30854,PCDHB8,Q9UN66,801,353,443,PF00028,Cadherin,Domain
30852,PCDHB8,Q9UN66,801,457,553,PF00028,Cadherin,Domain
30850,PCDHB8,Q9UN66,801,576,664,PF00028,Cadherin,Domain
30851,PCDHB8,Q9UN66,801,686,769,PF16492,Cadherin_C_2,Family
7483,PCDHB9,Q9Y5E1,797,30,112,PF08266,Cadherin_2,Domain
7481,PCDHB9,Q9Y5E1,797,138,233,PF00028,Cadherin,Domain
7482,PCDHB9,Q9Y5E1,797,247,338,PF00028,Cadherin,Domain
7484,PCDHB9,Q9Y5E1,797,352,442,PF00028,Cadherin,Domain
7480,PCDHB9,Q9Y5E1,797,456,552,PF00028,Cadherin,Domain
7478,PCDHB9,Q9Y5E1,797,575,663,PF00028,Cadherin,Domain
7479,PCDHB9,Q9Y5E1,797,685,768,PF16492,Cadherin_C_2,Family
25605,PCDHGA1,Q9Y5H4,931,30,112,PF08266,Cadherin_2,Domain
25608,PCDHGA1,Q9Y5H4,931,138,233,PF00028,Cadherin,Domain
25609,PCDHGA1,Q9Y5H4,931,247,338,PF00028,Cadherin,Domain
25607,PCDHGA1,Q9Y5H4,931,352,443,PF00028,Cadherin,Domain
25604,PCDHGA1,Q9Y5H4,931,457,553,PF00028,Cadherin,Domain
25611,PCDHGA1,Q9Y5H4,931,579,665,PF00028,Cadherin,Domain
25606,PCDHGA1,Q9Y5H4,931,688,772,PF16492,Cadherin_C_2,Family
25610,PCDHGA1,Q9Y5H4,931,809,931,PF15974,Cadherin_tail,Family
36045,PCDHGA10,Q9Y5H3,936,34,116,PF08266,Cadherin_2,Domain
36046,PCDHGA10,Q9Y5H3,936,142,237,PF00028,Cadherin,Domain
36044,PCDHGA10,Q9Y5H3,936,251,342,PF00028,Cadherin,Domain
36042,PCDHGA10,Q9Y5H3,936,358,447,PF00028,Cadherin,Domain
36049,PCDHGA10,Q9Y5H3,936,461,557,PF00028,Cadherin,Domain
36047,PCDHGA10,Q9Y5H3,936,582,669,PF00028,Cadherin,Domain
36048,PCDHGA10,Q9Y5H3,936,692,776,PF16492,Cadherin_C_2,Family
36043,PCDHGA10,Q9Y5H3,936,814,936,PF15974,Cadherin_tail,Family
14476,PCDHGA11,Q9Y5H2,935,31,113,PF08266,Cadherin_2,Domain
14480,PCDHGA11,Q9Y5H2,935,248,339,PF00028,Cadherin,Domain
14478,PCDHGA11,Q9Y5H2,935,355,444,PF00028,Cadherin,Domain
14481,PCDHGA11,Q9Y5H2,935,458,554,PF00028,Cadherin,Domain
14475,PCDHGA11,Q9Y5H2,935,579,666,PF00028,Cadherin,Domain
14479,PCDHGA11,Q9Y5H2,935,689,773,PF16492,Cadherin_C_2,Family
14477,PCDHGA11,Q9Y5H2,935,812,935,PF15974,Cadherin_tail,Family
24232,PCDHGA12,O60330,932,30,112,PF08266,Cadherin_2,Domain
24227,PCDHGA12,O60330,932,138,233,PF00028,Cadherin,Domain
24230,PCDHGA12,O60330,932,247,338,PF00028,Cadherin,Domain
24234,PCDHGA12,O60330,932,353,443,PF00028,Cadherin,Domain
24233,PCDHGA12,O60330,932,457,553,PF00028,Cadherin,Domain
24231,PCDHGA12,O60330,932,578,665,PF00028,Cadherin,Domain
24228,PCDHGA12,O60330,932,688,772,PF16492,Cadherin_C_2,Family
24229,PCDHGA12,O60330,932,810,932,PF15974,Cadherin_tail,Family
26665,PCDHGA2,Q9Y5H1,932,30,112,PF08266,Cadherin_2,Domain
26668,PCDHGA2,Q9Y5H1,932,138,233,PF00028,Cadherin,Domain
26666,PCDHGA2,Q9Y5H1,932,247,338,PF00028,Cadherin,Domain
26670,PCDHGA2,Q9Y5H1,932,352,443,PF00028,Cadherin,Domain
26671,PCDHGA2,Q9Y5H1,932,457,553,PF00028,Cadherin,Domain
26669,PCDHGA2,Q9Y5H1,932,578,665,PF00028,Cadherin,Domain
26667,PCDHGA2,Q9Y5H1,932,688,772,PF16492,Cadherin_C_2,Family
26672,PCDHGA2,Q9Y5H1,932,810,932,PF15974,Cadherin_tail,Family
26675,PCDHGA3,Q9Y5H0,932,30,112,PF08266,Cadherin_2,Domain
26679,PCDHGA3,Q9Y5H0,932,247,338,PF00028,Cadherin,Domain
26677,PCDHGA3,Q9Y5H0,932,352,443,PF00028,Cadherin,Domain
26674,PCDHGA3,Q9Y5H0,932,457,553,PF00028,Cadherin,Domain
26678,PCDHGA3,Q9Y5H0,932,578,665,PF00028,Cadherin,Domain
26676,PCDHGA3,Q9Y5H0,932,688,772,PF16492,Cadherin_C_2,Family
26680,PCDHGA3,Q9Y5H0,932,810,932,PF15974,Cadherin_tail,Family
28113,PCDHGA4,Q9Y5G9,962,61,143,PF08266,Cadherin_2,Domain
28115,PCDHGA4,Q9Y5G9,962,169,264,PF00028,Cadherin,Domain
28112,PCDHGA4,Q9Y5G9,962,278,369,PF00028,Cadherin,Domain
28116,PCDHGA4,Q9Y5G9,962,383,474,PF00028,Cadherin,Domain
28117,PCDHGA4,Q9Y5G9,962,488,584,PF00028,Cadherin,Domain
28118,PCDHGA4,Q9Y5G9,962,609,696,PF00028,Cadherin,Domain
28114,PCDHGA4,Q9Y5G9,962,719,803,PF16492,Cadherin_C_2,Family
28119,PCDHGA4,Q9Y5G9,962,840,962,PF15974,Cadherin_tail,Family
22199,PCDHGA5,Q9Y5G8,931,30,112,PF08266,Cadherin_2,Domain
22192,PCDHGA5,Q9Y5G8,931,138,233,PF00028,Cadherin,Domain
22198,PCDHGA5,Q9Y5G8,931,247,338,PF00028,Cadherin,Domain
22193,PCDHGA5,Q9Y5G8,931,352,443,PF00028,Cadherin,Domain
22194,PCDHGA5,Q9Y5G8,931,457,553,PF00028,Cadherin,Domain
22196,PCDHGA5,Q9Y5G8,931,578,665,PF00028,Cadherin,Domain
22197,PCDHGA5,Q9Y5G8,931,688,772,PF16492,Cadherin_C_2,Family
22195,PCDHGA5,Q9Y5G8,931,809,931,PF15974,Cadherin_tail,Family
23236,PCDHGA6,Q9Y5G7,932,30,112,PF08266,Cadherin_2,Domain
23241,PCDHGA6,Q9Y5G7,932,138,233,PF00028,Cadherin,Domain
23237,PCDHGA6,Q9Y5G7,932,247,338,PF00028,Cadherin,Domain
23239,PCDHGA6,Q9Y5G7,932,353,443,PF00028,Cadherin,Domain
23240,PCDHGA6,Q9Y5G7,932,457,553,PF00028,Cadherin,Domain
23242,PCDHGA6,Q9Y5G7,932,578,665,PF00028,Cadherin,Domain
23238,PCDHGA6,Q9Y5G7,932,688,772,PF16492,Cadherin_C_2,Family
23235,PCDHGA6,Q9Y5G7,932,810,932,PF15974,Cadherin_tail,Family
14471,PCDHGA7,Q9Y5G6,932,30,112,PF08266,Cadherin_2,Domain
14467,PCDHGA7,Q9Y5G6,932,138,233,PF00028,Cadherin,Domain
14473,PCDHGA7,Q9Y5G6,932,247,338,PF00028,Cadherin,Domain
14469,PCDHGA7,Q9Y5G6,932,352,443,PF00028,Cadherin,Domain
14472,PCDHGA7,Q9Y5G6,932,457,553,PF00028,Cadherin,Domain
14474,PCDHGA7,Q9Y5G6,932,578,665,PF00028,Cadherin,Domain
14468,PCDHGA7,Q9Y5G6,932,688,772,PF16492,Cadherin_C_2,Family
14470,PCDHGA7,Q9Y5G6,932,810,932,PF15974,Cadherin_tail,Family
27908,PCDHGA8,Q9Y5G5,932,30,112,PF08266,Cadherin_2,Domain
27907,PCDHGA8,Q9Y5G5,932,138,233,PF00028,Cadherin,Domain
27912,PCDHGA8,Q9Y5G5,932,247,338,PF00028,Cadherin,Domain
27913,PCDHGA8,Q9Y5G5,932,354,443,PF00028,Cadherin,Domain
27909,PCDHGA8,Q9Y5G5,932,457,553,PF00028,Cadherin,Domain
27911,PCDHGA8,Q9Y5G5,932,578,665,PF00028,Cadherin,Domain
27906,PCDHGA8,Q9Y5G5,932,688,772,PF16492,Cadherin_C_2,Family
27910,PCDHGA8,Q9Y5G5,932,810,932,PF15974,Cadherin_tail,Family
7474,PCDHGA9,Q9Y5G4,932,30,112,PF08266,Cadherin_2,Domain
7471,PCDHGA9,Q9Y5G4,932,138,233,PF00028,Cadherin,Domain
7477,PCDHGA9,Q9Y5G4,932,247,338,PF00028,Cadherin,Domain
7472,PCDHGA9,Q9Y5G4,932,354,443,PF00028,Cadherin,Domain
7476,PCDHGA9,Q9Y5G4,932,457,553,PF00028,Cadherin,Domain
7475,PCDHGA9,Q9Y5G4,932,578,665,PF00028,Cadherin,Domain
7473,PCDHGA9,Q9Y5G4,932,688,772,PF16492,Cadherin_C_2,Family
7470,PCDHGA9,Q9Y5G4,932,810,932,PF15974,Cadherin_tail,Family
22868,PCDHGB1,Q9Y5G3,927,30,109,PF08266,Cadherin_2,Domain
22866,PCDHGB1,Q9Y5G3,927,135,230,PF00028,Cadherin,Domain
22865,PCDHGB1,Q9Y5G3,927,244,334,PF00028,Cadherin,Domain
22863,PCDHGB1,Q9Y5G3,927,348,439,PF00028,Cadherin,Domain
22864,PCDHGB1,Q9Y5G3,927,453,549,PF00028,Cadherin,Domain
22869,PCDHGB1,Q9Y5G3,927,574,659,PF00028,Cadherin,Domain
22862,PCDHGB1,Q9Y5G3,927,683,765,PF16492,Cadherin_C_2,Family
22867,PCDHGB1,Q9Y5G3,927,805,927,PF15974,Cadherin_tail,Family
31654,PCDHGB2,Q9Y5G2,931,32,112,PF08266,Cadherin_2,Domain
31658,PCDHGB2,Q9Y5G2,931,138,233,PF00028,Cadherin,Domain
31660,PCDHGB2,Q9Y5G2,931,247,338,PF00028,Cadherin,Domain
31659,PCDHGB2,Q9Y5G2,931,352,443,PF00028,Cadherin,Domain
31657,PCDHGB2,Q9Y5G2,931,457,553,PF00028,Cadherin,Domain
31653,PCDHGB2,Q9Y5G2,931,578,663,PF00028,Cadherin,Domain
31655,PCDHGB2,Q9Y5G2,931,687,769,PF16492,Cadherin_C_2,Family
31656,PCDHGB2,Q9Y5G2,931,809,931,PF15974,Cadherin_tail,Family
22506,PCDHGB3,Q9Y5G1,929,32,112,PF08266,Cadherin_2,Domain
22509,PCDHGB3,Q9Y5G1,929,138,233,PF00028,Cadherin,Domain
22512,PCDHGB3,Q9Y5G1,929,247,338,PF00028,Cadherin,Domain
22513,PCDHGB3,Q9Y5G1,929,352,443,PF00028,Cadherin,Domain
22507,PCDHGB3,Q9Y5G1,929,457,553,PF00028,Cadherin,Domain
22508,PCDHGB3,Q9Y5G1,929,577,663,PF00028,Cadherin,Domain
22511,PCDHGB3,Q9Y5G1,929,687,769,PF16492,Cadherin_C_2,Family
22510,PCDHGB3,Q9Y5G1,929,807,929,PF15974,Cadherin_tail,Family
21268,PCDHGB4,Q9UN71,923,32,112,PF08266,Cadherin_2,Domain
21263,PCDHGB4,Q9UN71,923,138,233,PF00028,Cadherin,Domain
21262,PCDHGB4,Q9UN71,923,247,336,PF00028,Cadherin,Domain
21266,PCDHGB4,Q9UN71,923,353,441,PF00028,Cadherin,Domain
21264,PCDHGB4,Q9UN71,923,455,551,PF00028,Cadherin,Domain
21265,PCDHGB4,Q9UN71,923,575,661,PF00028,Cadherin,Domain
21267,PCDHGB4,Q9UN71,923,685,766,PF16492,Cadherin_C_2,Family
21269,PCDHGB4,Q9UN71,923,801,923,PF15974,Cadherin_tail,Family
29338,PCDHGB5,Q9Y5G0,923,32,112,PF08266,Cadherin_2,Domain
29336,PCDHGB5,Q9Y5G0,923,138,233,PF00028,Cadherin,Domain
29341,PCDHGB5,Q9Y5G0,923,247,334,PF00028,Cadherin,Domain
29337,PCDHGB5,Q9Y5G0,923,351,439,PF00028,Cadherin,Domain
29340,PCDHGB5,Q9Y5G0,923,453,549,PF00028,Cadherin,Domain
29342,PCDHGB5,Q9Y5G0,923,574,659,PF00028,Cadherin,Domain
29339,PCDHGB5,Q9Y5G0,923,683,764,PF16492,Cadherin_C_2,Family
29343,PCDHGB5,Q9Y5G0,923,801,923,PF15974,Cadherin_tail,Family
21517,PCDHGB6,Q9Y5F9,930,32,112,PF08266,Cadherin_2,Domain
21516,PCDHGB6,Q9Y5F9,930,138,233,PF00028,Cadherin,Domain
21515,PCDHGB6,Q9Y5F9,930,247,338,PF00028,Cadherin,Domain
21514,PCDHGB6,Q9Y5F9,930,353,443,PF00028,Cadherin,Domain
21521,PCDHGB6,Q9Y5F9,930,457,553,PF00028,Cadherin,Domain
21518,PCDHGB6,Q9Y5F9,930,577,663,PF00028,Cadherin,Domain
21520,PCDHGB6,Q9Y5F9,930,687,768,PF16492,Cadherin_C_2,Family
21519,PCDHGB6,Q9Y5F9,930,808,930,PF15974,Cadherin_tail,Family
25999,PCDHGB7,Q9Y5F8,929,32,112,PF08266,Cadherin_2,Domain
25997,PCDHGB7,Q9Y5F8,929,138,233,PF00028,Cadherin,Domain
25994,PCDHGB7,Q9Y5F8,929,247,338,PF00028,Cadherin,Domain
25993,PCDHGB7,Q9Y5F8,929,353,443,PF00028,Cadherin,Domain
25998,PCDHGB7,Q9Y5F8,929,457,553,PF00028,Cadherin,Domain
25992,PCDHGB7,Q9Y5F8,929,577,663,PF00028,Cadherin,Domain
25996,PCDHGB7,Q9Y5F8,929,687,769,PF16492,Cadherin_C_2,Family
25995,PCDHGB7,Q9Y5F8,929,807,929,PF15974,Cadherin_tail,Family
28126,PCDHGC3,Q9UN70,934,32,114,PF08266,Cadherin_2,Domain
28124,PCDHGC3,Q9UN70,934,140,235,PF00028,Cadherin,Domain
28129,PCDHGC3,Q9UN70,934,249,343,PF00028,Cadherin,Domain
28128,PCDHGC3,Q9UN70,934,358,448,PF00028,Cadherin,Domain
28127,PCDHGC3,Q9UN70,934,462,558,PF00028,Cadherin,Domain
28123,PCDHGC3,Q9UN70,934,580,667,PF00028,Cadherin,Domain
28125,PCDHGC3,Q9UN70,934,689,775,PF16492,Cadherin_C_2,Family
28122,PCDHGC3,Q9UN70,934,812,934,PF15974,Cadherin_tail,Family
31988,PCDHGC4,Q9Y5F7,938,30,112,PF08266,Cadherin_2,Domain
31982,PCDHGC4,Q9Y5F7,938,138,233,PF00028,Cadherin,Domain
31986,PCDHGC4,Q9Y5F7,938,247,341,PF00028,Cadherin,Domain
31987,PCDHGC4,Q9Y5F7,938,356,446,PF00028,Cadherin,Domain
31984,PCDHGC4,Q9Y5F7,938,460,556,PF00028,Cadherin,Domain
31985,PCDHGC4,Q9Y5F7,938,581,666,PF00028,Cadherin,Domain
31983,PCDHGC4,Q9Y5F7,938,816,938,PF15974,Cadherin_tail,Family
24541,PCDHGC5,Q9Y5F6,944,30,112,PF08266,Cadherin_2,Domain
24537,PCDHGC5,Q9Y5F6,944,138,233,PF00028,Cadherin,Domain
24536,PCDHGC5,Q9Y5F6,944,247,341,PF00028,Cadherin,Domain
24539,PCDHGC5,Q9Y5F6,944,357,445,PF00028,Cadherin,Domain
24542,PCDHGC5,Q9Y5F6,944,459,555,PF00028,Cadherin,Domain
24538,PCDHGC5,Q9Y5F6,944,577,667,PF00028,Cadherin,Domain
24540,PCDHGC5,Q9Y5F6,944,689,791,PF16492,Cadherin_C_2,Family
24535,PCDHGC5,Q9Y5F6,944,822,944,PF15974,Cadherin_tail,Family
20980,PCED1A,Q9H1Q7,454,18,172,PF13839,PC-Esterase,Family
47526,PCED1B,Q96HM7,432,NA,NA,NA,NA,NA
27917,PCF11,O94913,1555,20,134,PF04818,CID,Domain
25264,PCGF1,Q9BSM1,259,46,85,PF13923,zf-C3HC4_2,Domain
25263,PCGF1,Q9BSM1,259,190,253,PF16207,RAWUL,Domain
31628,PCGF2,P35227,344,17,56,PF13923,zf-C3HC4_2,Domain
31629,PCGF2,P35227,344,164,228,PF16207,RAWUL,Domain
28120,PCGF3,Q3KNV8,242,16,55,PF13923,zf-C3HC4_2,Domain
28121,PCGF3,Q3KNV8,242,172,236,PF16207,RAWUL,Domain
25266,PCGF5,Q86SE9,256,17,56,PF13923,zf-C3HC4_2,Domain
25265,PCGF5,Q86SE9,256,163,221,PF16207,RAWUL,Domain
28109,PCGF6,Q9BYE7,350,133,172,PF13923,zf-C3HC4_2,Domain
24219,PCID2,Q5JVF3,399,277,388,PF01399,PCI,Domain
11849,PCIF1,Q9H4Z3,704,45,75,PF00397,WW,Domain
11848,PCIF1,Q9H4Z3,704,446,621,PF12237,PCIF1_WW,Family
30856,PCK1,P35558,622,29,256,PF17297,PEPCK_N,Domain
30857,PCK1,P35558,622,260,619,PF00821,PEPCK_GTP,Domain
26682,PCK2,Q16822,640,46,274,PF17297,PEPCK_N,Domain
